76,-2862315,-2916140,-3680507,-2237785,-2017248,-2969483,-1933361,-2483806,-3462148,-2092959,-3143791,-3950404
77,-295032,-281721,-360010,-215094,-177449,-277921,-210549,-251945,-394839,-241749,-339129,-403062
78,-1184703,-1206612,-1706514,-787069,-719494,-1217784,-802138,-1010960,-1342224,-929984,-1347763,-1538947
79,-1396550,-1412122,-1960177,-1021805,-1016393,-1460281,-1158758,-1212490,-1926307,-1095283,-1655140,-2087346
80,-2055703,-1910219,-2832136,-1380565,-1364825,-2260644,-1615169,-1655450,-2372522,-1789944,-2194746,-2825224
81,-551509,-553460,-858779,-444914,-346671,-561327,-421945,-459673,-699116,-436835,-646474,-790325
82,56564696,53003500,57123654,51517884,86240365,83822589,99534990,56551959,75595351,87960046,75992432,87753553
83,-26025524,-24023570,-23452691,-24109262,-38340811,-34138458,-48369463,-26510883,-31307040,-36132005,-37770955,-35668763
84,-2693681,-2344026,-2342553,-2075015,-3959339,-3442089,-4021826,-2656419,-3439053,-3864192,-3553160,-4368917
85,-6107421,-5810585,-7021257,-6051373,-10773242,-9081939,-10994327,-6548834,-7861085,-9613130,-9183322,-9278911
86,-587893,-545279,-588026,-545095,-985449,-855026,-1098610,-701066,-809897,-1016017,-880356,-987089
87,-2724738,-2462961,-2377917,-2391429,-4192334,-3632483,-3981861,-2692169,-3621911,-3866225,-3114375,-3960801
88,-3196353,-3030650,-3299636,-2687879,-5147180,-4667697,-5350859,-3211296,-4194381,-5144107,-3882597,-4467813
89,-4765178,-3830881,-4742612,-4411760,-7247016,-7070792,-7460187,-4155646,-6058210,-6830492,-5760591,-7218683
90,-1373322,-1152623,-1366324,-1216887,-1771647,-1846409,-2254182,-1313623,-1753534,-1859575,-1782794,-2038375
91,13575527,13250875,12567204,11849113,17248073,22632099,29860497,11875911,21166698,21110411,18998108,20183317
92,-6729976,-6401417,-5214635,-5538678,-8186261,-10063433,-14362489,-5530666,-10502083,-10387292,-7767663,-9444026
93,-573757,-581423,-551830,-577052,-788385,-946266,-1320510,-513412,-965560,-992444,-880529,-838505
94,-1568759,-1452547,-1515316,-1374790,-1918417,-2647780,-3326590,-1280946,-2625789,-2383045,-2237769,-2381177
95,-158356,-153332,-156029,-135853,-212057,-251822,-317201,-144379,-235638,-237761,-194390,-241255
96,-628560,-607225,-605967,-523211,-761411,-942950,-1259315,-593077,-932114,-888540,-848637,-811089
97,-840546,-680213,-638286,-639841,-1072470,-1382250,-1632544,-636013,-1152236,-1315230,-1048976,-1063853
98,-1050093,-1048268,-966784,-928678,-1460786,-1852892,-2327627,-836034,-1595638,-1616163,-1534232,-1707959
